Comments,Surrounding Code Context,Class
/*namespace mu*/,"
namespace mu



/*namespace mu*/

1. {
2. 	static constexpr int CALLBACK_INTERNAL_VAR_ARGS         = 1 << 14;
3. 	static constexpr int CALLBACK_INTERNAL_FIXED_ARGS_MASK  = 0xf;
4. 	static constexpr int CALLBACK_INTERNAL_WITH_USER_DATA	= 1 << 13;
5. 	struct CbWithUserData
6. 	{
7. 		void*	pFun;
8. 		void* 	pUserData;
9. 	};
10. 	ParserCallback::ParserCallback(fun_type0 a_pFun, bool a_bAllowOpti)",Not Useful
"/*,35*/","-10.         {2. / 3., 0}, {0, 1. / 3.}, {0, 2. / 3.}, {0.5, 1},     {1, 0.5},
-9.         {0, 0},       {1, 0},       {0, 1},       {1, 1},       {0.25, 0},
-8.         {0.5, 0},     {0.75, 0},    {0, 0.25},    {0, 0.5},     {0, 0.75},
-7.         {1. / ",Not Useful
/*namespace*/,"-6. #include <deal.II/fe/fe_dgp_monomial.h>
-5. #include <deal.II/fe/fe_nothing.h>
-4. #include <deal.II/fe/fe_tools.h>
-3. #include <memory>
-2. #include <sstream>
-1. DEAL_II_NAMESPACE_OPEN
namespace internal

/*namespace*/

1. {
2.   namespace FE_DGPMo",Not Useful
/*namespace FE_DGPMonomial*/,"-8. #include <deal.II/fe/fe_dgp_monomial.h>
-7. #include <deal.II/fe/fe_nothing.h>
-6. #include <deal.II/fe/fe_tools.h>
-5. #include <memory>
-4. #include <sstream>
-3. DEAL_II_NAMESPACE_OPEN
-2. namespace internal
-1. {
  namespace FE_DGPMonomial

/*name",Not Useful
/*namespace*/,"
namespace internal



/*namespace*/

1. {
2.   namespace FE_Nedelec
3.   {
4.     namespace
5.     {
6.       double
7.       get_embedding_computation_tolerance(const unsigned int p)
8.       {",Not Useful
/*namespace FE_Nedelec*/,"-2. namespace internal
-1. {
  namespace FE_Nedelec

/*namespace FE_Nedelec*/

1.   {
2.     namespace
3.     {
4.       double
5.       get_embedding_computation_tolerance(const unsigned int p)
6.       {",Not Useful
/*----------------------------------------------------------------------//*/,"-10.   return std::pair<Table<2, bool>, std::vector<unsigned int>>(constant_modes,
-9.                                                               components);
-8. }
-7. template <int dim>
-6. std::size_t
-5. FE_Nedelec<dim>::memory_consumption() const
",Not Useful
/*namespace DataOutFacesImplementation*/,"-10. #include <deal.II/fe/mapping_q1.h>
-9. #include <deal.II/grid/tria.h>
-8. #include <deal.II/grid/tria_iterator.h>
-7. #include <deal.II/hp/fe_values.h>
-6. #include <deal.II/lac/block_vector.h>
-5. #include <deal.II/lac/vector.h>
-4. #include <deal.I",Not Useful
/*.... SUPPORT QUADRATURE CONSTRUCTOR*/,"-10.               support_quadrature,
-9.               update_values | update_quadrature_points)
-8. {}
-7. template <int dim, class VectorType, int spacedim>
-6. std::unique_ptr<Mapping<dim, spacedim>>
-5. MappingQEulerian<dim, VectorType, spacedim>::c",Not Useful
/** \brief Bytecode default constructor.*/,"-10. #include ""muParserDef.h""
-9. #include ""muParserError.h""
-8. #include ""muParserToken.h""
-7. #include ""muParserTemplateMagic.h""
-6. #if defined(_MSC_VER)
-5. 	#pragma warning(push)
-4. 	#pragma warning(disable : 26812) 
-3. #endif
-2. namespace mu
-1. ",Not Useful
/*optimization does not apply*/,"-4. 	void ParserByteCode::AddVar(value_type* a_pVar)
-3. 	{
-2. 		++m_iStackPos;
-1. 		m_iMaxStackSize = std::max(m_iMaxStackSize, (size_t)m_iStackPos);

/*optimization does not apply*/

1. 		SToken tok;
2. 		tok.Cmd = cmVAR;
3. 		tok.u.Val.ptr = a_pVar;
",Not Useful
/*If optimization does not apply*/,"-10. 		  <li>the operator code according to ParserToken::cmVAL</li>
-9. 		  <li>the value stored in #mc_iSizeVal number of bytecode entries.</li>
-8. 		</ul>
-7. 		\param a_pVal Value to be added.
-6. 		\throw nothrow
-5. 	*/
-4. 	void ParserByteCode::Add",Not Useful
/*switch opcode*/,"-10. 		case cmMUL:  x = x * y;  m_vRPN.pop_back();  break;
-9. 		case cmDIV:
-8. 			x = x / y;
-7. 			m_vRPN.pop_back();
-6. 			break;
-5. 		case cmPOW: x = MathImpl<value_type>::Pow(x, y);
-4. 			m_vRPN.pop_back();
-3. 			break;
-2. 		default:
-1. 			bre",Not Useful
"/*Check for foldable constants like:
cmVAL cmVAL cmADD
where cmADD can stand fopr any binary operator applied to
two constant values.*/","-10. 		  <li>the operator code according to ParserToken::ECmdCode</li>
-9. 		</ul>
-8. 		\sa  ParserToken::ECmdCode
-7. 	*/
-6. 	void ParserByteCode::AddOp(ECmdCode a_Oprt)
-5. 	{
-4. 		bool bOptimized = false;
-3. 		if (m_bEnableOptimizer)
-2. 		{
-1. 		",Not Useful
"/*Simple optimization based on pattern recognition for a shitload of different
bytecode combinations of addition/subtraction*/","-10. 						else if (m_vRPN[sz - 1].u.Val.data2 == 4)
-9. 							m_vRPN[sz - 2].Cmd = cmVARPOW4;
-8. 						else
-7. 							break;
-6. 						m_vRPN.pop_back();
-5. 						bOptimized = true;
-4. 					}
-3. 					break;
-2. 				case  cmSUB:
-1. 				case  cmADD:",Not Useful
/*Optimization: 2*(3*b+1) or (3*b+1)*2 -> 6*b+2*/,"-10. 						m_vRPN[sz - 2].u.Val.ptr = (value_type*)((long long)(m_vRPN[sz - 2].u.Val.ptr) | (long long)(m_vRPN[sz - 1].u.Val.ptr));
-9. 						m_vRPN[sz - 2].u.Val.data = m_vRPN[sz - 2].u.Val.data2 + m_vRPN[sz - 1].u.Val.data2;
-8. 						m_vRPN[sz - 2].u.V",Not Useful
/*Optimization: a*a -> a^2*/,"-10. 							m_vRPN[sz - 2].u.Val.data = m_vRPN[sz - 1].u.Val.data * m_vRPN[sz - 2].u.Val.data2;
-9. 							m_vRPN[sz - 2].u.Val.data2 = m_vRPN[sz - 1].u.Val.data2 * m_vRPN[sz - 2].u.Val.data2;
-8. 						}
-7. 						m_vRPN.pop_back();
-6. 						bOptimized ",Not Useful
/*Optimization: 4*a/2 -> 2*a*/,"-8. 						m_vRPN[sz - 2].Cmd = cmVARPOW2;
-7. 						m_vRPN.pop_back();
-6. 						bOptimized = true;
-5. 					}
-4. 					break;
-3. 				case cmDIV:
-2. 					if (m_vRPN[sz - 1].Cmd == cmVAL && m_vRPN[sz - 2].Cmd == cmVARMUL && m_vRPN[sz - 1].u.Val.data2 != ",Not Useful
/*switch a_Oprt*/,"-2. 				default:
-1. 					break;

/*switch a_Oprt*/

1. 			}
2. 		}",Not Useful
/*If optimization can't be applied just write the value*/,"-2. 			}
-1. 		}

/*If optimization can't be applied just write the value*/

1. 		if (!bOptimized)
2. 		{
3. 			--m_iStackPos;
4. 			SToken tok;
5. 			tok.Cmd = a_Oprt;
6. 			m_vRPN.push_back(tok);
7. 		}
8. 	}
9. 	void ParserByteCode::AddIfElse(ECmdCode ",Not Useful
/*shrink bytecode vector to fit*/,"-5. 	void ParserByteCode::Finalize()
-4. 	{
-3. 		SToken tok;
-2. 		tok.Cmd = cmEND;
-1. 		m_vRPN.push_back(tok);

/*shrink bytecode vector to fit*/

111",Not Useful
/*Determine the if-then-else jump offsets*/,"-6. 	void ParserByteCode::Finalize()
-5. 	{
-4. 		SToken tok;
-3. 		tok.Cmd = cmEND;
-2. 		m_vRPN.push_back(tok);

/*Determine the if-then-else jump offsets*/

1. 		std::stack<int> stIf, stElse;
2. 		int idx;
3. 		for (int i = 0; i < (int)m_vRPN.size(); +",Not Useful
/*switch cmdCode*/,"-10. 			case cmELSE:  mu::console() << _T(""ELSE\t"");
-9. 				mu::console() << _T(""[OFFSET:"") << std::dec << m_vRPN[i].u.Oprt.offset << _T(""]\n"");
-8. 				break;
-7. 			case cmENDIF: mu::console() << _T(""ENDIF\n""); break;
-6. 			case cmASSIGN:
-5. 				mu::",Not Useful
/*while bytecode*/,"-10. 				mu::console() << _T(""[OFFSET:"") << std::dec << m_vRPN[i].u.Oprt.offset << _T(""]\n"");
-9. 				break;
-8. 			case cmENDIF: mu::console() << _T(""ENDIF\n""); break;
-7. 			case cmASSIGN:
-6. 				mu::console() << _T(""ASSIGN\t"");
-5. 				mu::console() <",Not Useful
/*namespace DataOutImplementation*/,"-10. #include <deal.II/fe/mapping_q1.h>
-9. #include <deal.II/grid/tria.h>
-8. #include <deal.II/grid/tria_iterator.h>
-7. #include <deal.II/hp/dof_handler.h>
-6. #include <deal.II/hp/fe_values.h>
-5. #include <deal.II/numerics/data_out.h>
-4. #include <s",Not Useful
/*did we mess up the indices?*/,"-7.       patch.neighbors[f] =
-6.         (*scratch_data
-5.             .cell_to_patch_index_map)[neighbor->level()][neighbor->index()];
-4.     }
-3.   const unsigned int patch_idx =
-2.     (*scratch_data.cell_to_patch_index_map)[cell_and_index->first",Not Useful
/*(fe_collection.size())*/,"-10.       {
-9.         Assert((subdomain_id == numbers::invalid_subdomain_id) ||
-8.                  (subdomain_id == triangulation->locally_owned_subdomain()),
-7.                ExcMessage(
-6.                  ""For distributed Triangulation objects ",Not Useful
/*namespace*/,"-10. #include <deal.II/hp/q_collection.h>
-9. #include <deal.II/lac/affine_constraints.h>
-8. #include <deal.II/lac/block_sparsity_pattern.h>
-7. #include <deal.II/lac/dynamic_sparsity_pattern.h>
-6. #include <deal.II/lac/sparsity_pattern.h>
-5. #include ",Not Useful
"/*"");
  if (slash_star_comment_begin != std::string::npos)
    {
      const std::string::size_type slash_star_comment_end = line.find(""*/","-5.   if (double_slash_comment != std::string::npos)
-4.     line.erase(double_slash_comment, std::string::npos);

/*"");
  if (slash_star_comment_begin != std::string::npos)
    {
      const std::string::size_type slash_star_comment_end = line.find(""*/

",Not Useful
/*block*/,"-2.       if (slash_star_comment_end == std::string::npos)
-1.         {

/*block*/

1.                     << ""comments that start and end within the same line.""
2.                     << std::endl;
3.           std::exit(1);
4.         }
5.       line.e",Not Useful
"/*split a given string assumed to consist of a list of substrings
delimited by a particular character into its components*/","-5.   std::size_t position = 0;
-4.   while ((position = whole_file.find(""  "", position)) != std::string::npos)
-3.     whole_file.replace(position, 2, 1, ' ');
-2.   return whole_file;
-1. }

/*split a given string assumed to consist of a list of substri",Not Useful
/*split the input list*/,"-5. std::list<std::string>
-4. split_string_list(const std::string &s, const char delimiter)
-3. {
-2.   std::string            tmp = s;
-1.   std::list<std::string> split_list;

/*split the input list*/

1.   while (tmp.length() != 0)
2.     {
3.       s",Not Useful
"/*determine whether a given substring at position #pos and length #length
in the string #text is a real token, i.e. not just part of another word*/","-9. std::list<std::string>
-8. delete_empty_entries(const std::list<std::string> &list)
-7. {
-6.   std::list<std::string> return_list;
-5.   for (const auto &entry : list)
-4.     if (!entry.empty())
-3.       return_list.push_back(entry);
-2.   return r",Not Useful
"/*substitute all occurrences of #token in #text by #substitute. because a
replacement token could be a templated class like std::complex<double>
and because the token to the substituted may be a template argument
itself, we surround the substitution by a space which shouldn't matter
in C++*/","-10.                                        ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""
-9.                                        ""0123456789""
-8.                                        ""_"");
-7.   if ((pos != 0) && (token_chars.find(text[pos - 1]) != std::string::npos",Not Useful
"/*produce all combinations of substitutions of the tokens given in the
#substitutions list in #text and output it to std::cout*/","-4.       get_expansion_lists()[name] =
-3.         delete_empty_entries(split_string_list(expansion, ';'));
-2.     }
-1. }

/*produce all combinations of substitutions of the tokens given in the
#substitutions list in #text and output it to std::cout*/
",Not Useful
"/*do things recursively: if the list of substitutions has a single
entry, then process all of them. otherwise, process the first in the
list and call the function recursively with the rest of the
substitutions*/","if (substitutions.size() > 1)
    {

/*do things recursively: if the list of substitutions has a single
entry, then process all of them. otherwise, process the first in the
list and call the function recursively with the rest of the
substitutions*/

1.     }
2. }
3. int
4. main(int argc, char **argv)
5. {
6.   if (argc < 2)
7.     {
8.       std::cerr
9.         << ""Usage: "" << std::endl
10.         << ""  expand_instantiations class_list_files < in_file > out_file""",Not Useful
"/*do the first substitution, then call function recursively*/","-2.   if (substitutions.size() > 1)
-1.     {

/*do the first substitution, then call function recursively*/

1.       const std::string name    = substitutions.front().first,
2.                         pattern = substitutions.front().second;
3.       if ",Not Useful
/*do the substitutions*/,"-10.              get_expansion_lists()[pattern].begin();
-9.            expansion != get_expansion_lists()[pattern].end();
-8.            ++expansion)
-7.         {
-6.           std::string new_text = substitute_tokens(text, name, *expansion);
-5.      ",Not Useful
"/*process the list of instantiations given in the form
for (u,v:VECTORS; z:SCALARS) { f(u, z, const v &); }*/","-10.                     << std::endl;
-9.           std::cout << substitute_tokens(text, name, *expansion) << std::endl;
-8.           std::cout << ""#endif"" << std::endl;
-7.         }
-6.     }
-5.   else
-4.     {
-3.       std::cout << text << std::en",Not Useful
"/*process entries of the form
for (X:Y; A:B) { INST }*/","-4. void
-3. process_instantiations()
-2. {
-1.   std::string whole_file = read_whole_file(std::cin);

/*process entries of the form
for (X:Y; A:B) { INST }*/

1.   while (whole_file.size() != 0)
2.     {",Not Useful
/*process the header*/,"-10.       skip_space(whole_file);
-9.       const std::list<std::string> substitutions_list =
-8.         split_string_list(get_substring_with_delim(whole_file, "")""), ';');
-7.       if (whole_file[0] != ')')
-6.         {
-5.           std::cerr << ""Inv",Not Useful
/*now read the part in {...}*/,"-10.             {
-9.               std::cerr << ""Invalid instantiation header: '"" << substitution
-8.                         << ""'"" << std::endl;
-7.               std::exit(1);
-6.             }
-5.           const std::list<std::string> names =
-4.  ",Not Useful
"/*now produce the substitutions. first replace all occurrences of
""\{"" by ""{""*/","-10.         {
-9.           std::cerr << ""Invalid substitution text"" << std::endl;
-8.           std::exit(1);
-7.         }
-6.       whole_file.erase(0, 1);
-5.       skip_space(whole_file);
-4.       const std::string text_to_substitute =
-3.         ",Not Useful
/*write header:*/,"-10.   if (argc < 2)
-9.     {
-8.       std::cerr
-7.         << ""Usage: "" << std::endl
-6.         << ""  expand_instantiations class_list_files < in_file > out_file""
-5.         << std::endl;
-4.       std::exit(1);
-3.     }
-2.   for (int i = 1; i < a",Not Useful
